Rank,Name,NA_Sales,EU_Sales,Global_Sales
9831,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,0.09,0.03,0.12
9832,College Hoops 2K6,0.11,0,0.12
9833,Mytran Wars,0.08,0.02,0.12
9834,MX vs. ATV Untamed,0.11,0,0.12
9835,Prince of Persia: Rival Swords,0.08,0.02,0.12
9836,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,0,0,0.12
9837,Gungnir: Mayari no Gunshin to Eiyuu Sensou,0.07,0,0.12
9838,Dodge Racing: Charger vs Challenger,0.11,0,0.12
9839,Fate/Extra CCC,0,0,0.12
9841,MTV Sports: Pure Ride,0.07,0.05,0.12
9842,Sonic Adventure 2,0,0,0.12
9843,Burning Road,0.07,0.05,0.12
9844,Slayers,0,0,0.12
9845,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,0,0,0.12
9846,IndyCar Series,0.06,0.05,0.12
9847,Space Chimps,0.06,0.05,0.12
9848,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,0.09,0.03,0.12
9849,Famicom Mini: TwinBee,0,0,0.12
9850,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,0.11,0,0.12
9851,Gladiator: Sword of Vengeance,0.06,0.05,0.12
9852,nail'd,0.08,0.02,0.12
9853,PixelJunk Monsters Deluxe,0.11,0,0.12
9854,Tom Clancy's EndWar,0.1,0.01,0.12
9855,Ultimate Card Games,0.09,0.03,0.12
9856,Jikkyou Powerful Pro Yakyuu 8 Ketteiban,0,0,0.12
9857,Rubik's World,0.1,0.01,0.12
9858,Lost Magic,0.09,0,0.12
9859,Wallace & Gromit: Curse of the Were-Rabbit,0.06,0.05,0.12
9860,DreamWorks Super Star Kartz,0.08,0.03,0.12
9861,Minute to Win It,0.11,0,0.12
9862,The Bible Game,0.09,0.03,0.12
9863,NFL Head Coach,0.09,0.03,0.12
9864,Pinball Hall of Fame: The Williams Collection,0.11,0,0.12
9865,Medarot 4: Kabuto / Kuwagata Version,0,0,0.12
9866,Backyard Sports Football: Rookie Rush,0.11,0,0.12
9867,Sacred 3,0.03,0.05,0.12
9869,Vacation Isle: Beach Party,0.09,0.02,0.12
9870,Fit in Six,0.11,0,0.12
9871,Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,0,0,0.12
9872,"Ed, Edd n Eddy: The Mis-Edventures",0.08,0.03,0.12
9873,Onimusha: Blade Warriors,0.06,0.05,0.12
9874,Tecmo Bowl: Kickoff,0.11,0,0.12
9875,Disney's Extreme Skate Adventure,0.09,0.02,0.12
9876,Akuji the Heartless,0.07,0.04,0.12
9877,NBA 2K2,0.09,0.02,0.12
9878,7 Days to Die,0.03,0.07,0.12
9879,Monster Jam: Path of Destruction,0.11,0,0.12
9880,Everybody Dance,0.11,0,0.12
9881,Psychonauts,0.09,0.03,0.12
9882,Power Gig: Rise of the SixString,0.11,0,0.12
9883,Deus Ex: Human Revolution,0.06,0.05,0.12
9884,Jeremy McGrath Supercross World,0.09,0.02,0.12
9885,Uta no * Prince-Sama: All Star,0,0,0.12
9886,HardBall 5,0.07,0.04,0.12
9887,Airborne Troops: Countdown to D-Day,0.06,0.05,0.12
9888,MLB Inside Pitch 2003,0.09,0.03,0.12
9889,ArmA III,0,0.1,0.12
9890,The Walking Dead: Season Two,0.04,0.07,0.12
9891,Marvel Trading Card Game,0.11,0,0.12
9892,One Piece: Super Grand Battle! X,0,0,0.12
9893,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,0.07,0.03,0.12
9894,Self-Defense Training Camp,0.08,0.03,0.12
9895,Battles of Prince of Persia,0.1,0.01,0.12
9896,Deca Sports Extreme,0.08,0,0.12
9897,Cruis'n,0.1,0.01,0.12
9898,Hatsune Miku: Project Diva X,0.01,0,0.12
9899,Battle Arena Toshinden Remix,0,0,0.12
9900,Assassin's Creed Chronicles,0.02,0.06,0.12
9901,Legends of Wrestling II,0.09,0.02,0.12
9902,Tropico 5,0.02,0.08,0.12
9903,A.C.E.: Another Century's Episode Portable,0,0,0.12
9904,Dragon Quest Builders: Revive Alefgard,0,0,0.12
9905,Rodea the Sky Soldier,0.08,0.02,0.12
9906,Peggle: Dual Shot,0.11,0,0.12
9907,Jikkyou Powerful Pro Yakyuu 9,0,0,0.12
9908,Sniper Elite,0.08,0.03,0.12
9909,Etrian Odyssey V,0,0,0.12
9910,Jikkyou Powerful Pro Yakyuu 2014,0,0,0.12
9911,Barbie as The Island Princess,0.06,0.04,0.12
9912,Crime Killer,0.07,0.04,0.12
9913,NPPL: Championship Paintball 2009,0.11,0,0.12
9914,Backyard Wrestling 2: There Goes the Neighborhood,0.09,0.03,0.12
9915,Dementium II,0.09,0.02,0.12
9916,Don Bradman Cricket 14,0.01,0.09,0.12
9917,USA Today Crossword Challenge,0.11,0,0.12
9918,MegaTagmension Blanc + Neptune VS Zombies,0.02,0.03,0.12
9919,Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,0,0,0.12
9920,SD Gundam G Generation-F.I.F,0,0,0.12
9921,Jaws: Ultimate Predator,0.11,0,0.12
9922,Yakuza Kiwami,0,0,0.12
9923,Raiden IV,0.1,0,0.12
9924,Deception IV: Blood Ties,0.02,0.02,0.12
9925,The Walking Dead: Survival Instinct,0.08,0.03,0.12
9926,Rock Band: Metal Track Pack,0.11,0,0.12
9927,Charm Girls Club: My Perfect Prom,0.11,0,0.12
9928,DreamWorks Super Star Kartz,0.06,0.03,0.12
9929,Harukanaru Augusta 2: Masters,0,0,0.12
9930,Castlevania: Curse of Darkness,0.09,0.03,0.12
9931,Spider-Man: Edge of Time,0.08,0.03,0.12
9932,Mobil 1 Rally Championship,0.07,0.04,0.12
9933,King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,0,0,0.12
9934,Turok: Evolution,0.08,0.03,0.12
9935,The Clique: Diss and Make Up,0.11,0,0.12
9936,Love Live! School Idol Paradise,0,0,0.12
9937,Rugrats: Totally Angelica,0.06,0.04,0.12
9938,Nightshade,0.06,0.04,0.12
9939,NFL Tour,0.1,0.01,0.12
9940,Ridge Racer Unbounded,0.05,0.05,0.12
9941,CSI: Crime Scene Investigation,0.09,0.03,0.12
9942,The Lord of the Rings: Aragorn's Quest,0.07,0.02,0.12
9943,Yogi Bear: The Video Game,0.06,0.05,0.12
9944,Makai Shin Trillion,0.02,0.02,0.12
9945,Buffy the Vampire Slayer: Chaos Bleeds,0.09,0.03,0.12
9946,Lost Horizon,0,0.1,0.12
9947,Hanagumi Taisen Columns,0,0,0.12
9948,Tales of Destiny 2,0,0,0.12
9949,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.09,0.02,0.12
9950,Power Pro Kun Pocket 14,0,0,0.12
9951,Get Up and Dance,0.06,0.04,0.12
9952,Merv Griffin's Crosswords,0.11,0,0.12
9953,Rango: The Video Game,0.07,0.03,0.12
9954,Planet 51,0.07,0.03,0.12
9955,Ultimate Puzzle Games: Sudoku Edition,0.11,0,0.12
9956,Tokyo Twilight Ghost Hunters,0.06,0.01,0.12
9957,Deadpool,0.08,0.03,0.12
9958,UN Squadron,0,0,0.12
9959,Tecmo Super Bowl,0.06,0.04,0.12
9960,TMNT,0.1,0.01,0.12
9961,Dora the Explorer: Journey to the Purple Planet,0.09,0.02,0.12
9962,Lunar 2: Eternal Blue,0,0,0.12
9963,NHL Powerplay '96,0.06,0.04,0.12
9964,Thousand Arms,0.06,0.04,0.12
9965,de Blob 2,0.09,0.02,0.12
9966,Arctic Thunder,0.09,0.02,0.12
9967,Hyperdimension Neptunia Re;Birth 3,0.07,0.01,0.12
9968,Barnyard,0.09,0.02,0.12
9969,Stolen Song,0,0,0.12
9970,Darkspore,0.07,0.03,0.12
9971,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,0.09,0.01,0.12
9972,Armored Core: Verdict Day,0,0,0.12
9973,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,0,0,0.12
9974,Harvey Birdman: Attorney at Law,0.06,0.04,0.12
9975,Wipeout 2,0.11,0,0.12
9976,Dawn of Discovery,0.07,0.03,0.12
9977,DEATH NOTE: Kira Game,0,0,0.12
9978,Sengoku Cyber: Fujimaru Jigokuhen,0,0,0.12
9979,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,0,0,0.12
9980,ASH: Archaic Sealed Heat,0,0,0.12
9982,Brunswick Pro Bowling,0.11,0,0.12
9983,Fantastic Four: Rise of the Silver Surfer,0.1,0.01,0.12
9984,Dorabase 2: Nettou Ultra Stadium,0,0,0.12
9985,Center Ring Boxing,0,0,0.12
9986,NHL 2K3,0.09,0.02,0.12
9987,Puzzler World 2,0.02,0.07,0.12
9988,Die Hard: Vendetta,0.09,0.02,0.12
9989,Sword Art Online: Hollow Fragment,0,0.1,0.12
9990,F1 2002,0.05,0.04,0.12
9991,Hasbro Family Game Night Fun Pack,0.11,0,0.12
9992,FIFA Soccer,0.11,0,0.12
9993,Dead Island Definitive Collection,0.02,0.07,0.12
9994,Sphinx and the Cursed Mummy,0.09,0.02,0.12
9995,Army Men: Soldiers of Misfortune,0.11,0,0.12
9996,GT Advance 2: Rally Racing,0.08,0.03,0.11
9997,Mystery P.I. - Portrait of a Thief,0.11,0,0.11
9998,Yakuza,0,0,0.11
9999,DOA 2: Dead or Alive 2 Hardcore,0,0,0.11
10000,A Witch's Tale,0.08,0,0.11
10001,Hollywood Squares,0.11,0,0.11
10002,Cabela's Deer Hunt 2005 Season,0.09,0.02,0.11
10003,SplashDown,0.09,0.02,0.11
10004,Nobunaga no Yabou: Tenshoki,0,0,0.11
10005,Stronghold,0,0.09,0.11
10006,Warhammer: Battle March,0.09,0.02,0.11
10007,F1 Racing Championship,0.06,0.04,0.11
10008,Dead Man's Hand,0.09,0.02,0.11
10009,Smash Cars,0.06,0.04,0.11
10010,NASCAR 07,0.06,0.04,0.11
10011,Karaoke Revolution Presents American Idol Encore 2,0.11,0,0.11
10012,Nickelodeon Dance,0.08,0.02,0.11
10013,Pac 'n Roll,0.09,0,0.11
10014,Cabela's North American Adventures,0.11,0,0.11
10015,Mechanic Master,0.1,0,0.11
10016,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,0,0,0.11
10017,Melty Blood: Act Cadenza,0,0,0.11
10018,Dokapon Kingdom,0.05,0.04,0.11
10019,ToeJam & Earl III: Mission to Earth,0.09,0.02,0.11
10020,Phantasy Star Collection,0.08,0.03,0.11
10021,Doukoku Shoshite...,0,0,0.11
10022,LEGO Knights' Kingdom,0.08,0.03,0.11
10023,Final Fantasy III,0,0,0.11
10024,Family Game Night 4: The Game Show,0.08,0.02,0.11
10025,Retro Game Challenge,0,0,0.11
10026,NBA Jam 2002,0.08,0.03,0.11
10027,Every Extend Extra,0.1,0.01,0.11
10028,Shining Force NEO,0.06,0.04,0.11
10029,Tony Hawk's Pro Skater 5,0.08,0.02,0.11
10030,Brain Quest: Grades 5 & 6,0.11,0,0.11
10031,SingStar Latino,0.11,0,0.11
10032,Girl Time,0.11,0,0.11
10033,Army Men: Sarge's War,0.09,0.02,0.11
10034,Ultimate Mortal Kombat,0.09,0.01,0.11
10035,Pocket Soccer League: Calciobit,0,0,0.11
10036,Primal Rage,0.06,0.04,0.11
10037,FIFA Street 2,0.09,0.02,0.11
10038,DiRT Rally,0.03,0.08,0.11
10039,Heart Catch PreCure! Oshare Collection,0,0,0.11
10040,UEFA Euro 2016,0,0.08,0.11
10041,Taito Legends,0.06,0.04,0.11
10042,Tom Clancy's Rainbow Six: Rogue Spear,0.08,0.03,0.11
10043,BoomBots,0.06,0.04,0.11
10044,Monster Madness: Battle for Suburbia,0.1,0,0.11
10046,FIFA Soccer 06,0.1,0.01,0.11
10047,Life is Strange,0.08,0.02,0.11
10048,NFL Head Coach 09,0.11,0,0.11
10049,World Championship Rugby,0.06,0.04,0.11
10050,Phantom Dust,0.08,0.02,0.11
10051,Shinseiki Evangelion: Koutetsu no Girlfriend,0,0,0.11
10052,Shin Sangoku Musou: Multi Raid 2,0,0,0.11
10053,Taiko Drum Master: Tokumori!,0,0,0.11
10054,Growlanser Generations,0.06,0.04,0.11
10055,Mega Man Battle Chip Challenge,0.08,0.03,0.11
10056,Desktop Tower Defense,0.11,0,0.11
10057,Puyo Puyo Tetris,0,0,0.11
10058,Pro Evolution Soccer 2014,0,0.09,0.11
10059,"Sakura Wars: So Long, My Love",0.06,0.04,0.11
10060,The Settlers,0.1,0,0.11
10061,Grease,0.1,0,0.11
10062,My SAT Coach with The Princeton Review,0.1,0,0.11
10063,Family Fun Football,0.1,0,0.11
10064,Ring of Red,0.06,0.04,0.11
10065,Cold Winter,0.06,0.04,0.11
10066,International Track & Field 2000,0.06,0.04,0.11
10067,The Hardy Boys: Treasure on the Tracks,0.11,0,0.11
10068,PDC World Championship Darts: Pro Tour,0,0.09,0.11
10069,Stubbs the Zombie in Rebel Without a Pulse,0.08,0.02,0.11
10070,Batman: Dark Tomorrow,0.08,0.02,0.11
10071,Ping Pals,0.1,0,0.11
10072,Fatal Frame: Maiden of Black Water,0,0.03,0.11
10073,MySims SkyHeroes,0.08,0.02,0.11
10074,Blood Drive,0.09,0.01,0.11
10075,18 Wheeler: American Pro Trucker,0.09,0.02,0.11
10076,Jake Hunter Detective Story: Memories of the Past,0.06,0,0.11
10077,Start the Party! Save the World,0,0.09,0.11
10078,The King of Fighters XII,0.09,0,0.11
10079,Digimon World DS,0.1,0,0.11
10080,Naruto Ultimate Collection,0.06,0.04,0.11
10081,The King of Fighters '99,0,0,0.11
10082,Mass Destruction,0.06,0.04,0.11
10083,Bodycount,0.07,0.03,0.11
10084,Batman: Rise of Sin Tzu,0.08,0.02,0.11
10085,Shinseiki Evangelion: Koutetsu no Girlfriend,0,0,0.11
10086,Skylanders: SuperChargers,0.05,0.06,0.11
10087,Super Swing Golf Season 2,0.08,0,0.11
10088,Queen's Blade: Spiral Chaos,0,0,0.11
10089,Jikkyou Powerful Pro Yakyuu '95,0,0,0.11
10090,Spy vs Spy,0.08,0.02,0.11
10091,Coraline,0.06,0.04,0.11
10092,The Price is Right: Decades,0.11,0,0.11
10093,Sega Touring Car Championship,0,0,0.11
10094,GoldenEye: Rogue Agent,0.1,0,0.11
10095,JASF: Jane's Advanced Strike Fighters,0.07,0.03,0.11
10096,Cake Mania,0.09,0.01,0.11
10097,Cold Fear,0.06,0.04,0.11
10098,Akiba's Trip: Undead & Undressed,0.08,0,0.11
10099,Zangeki no Reginleiv,0,0,0.11
10100,Stronghold Kingdoms,0,0.1,0.11
10101,Fabulous Finds,0.1,0,0.11
10102,Vacation Sports,0.1,0.01,0.11
10103,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,0,0,0.11
10104,PDC World Championship Darts: Pro Tour,0,0.1,0.11
10105,Pimp My Ride,0.1,0,0.11
10106,Surf's Up,0.02,0.06,0.11
10107,Invizimals: The Lost Tribes,0,0.08,0.11
10108,Let's Play Garden,0.11,0,0.11
10109,NHL Hitz 20-03,0.08,0.02,0.11
10110,Murakumo: Renegade Mech Pursuit,0.04,0.01,0.11
10111,Heavy Fire: Afghanistan,0.11,0,0.11
10112,Samurai Warriors 4-II,0.03,0.02,0.11
10113,Open Season,0.1,0,0.11
10114,WireWay,0.1,0,0.11
10115,Gun Metal,0.08,0.02,0.11
10116,Just In Time Translations,0.1,0,0.11
10117,John Daly's ProStroke Golf,0.09,0.02,0.11
10118,Pro Yaky? Spirits 5,0,0,0.11
10119,Samurai Warriors 4-II,0,0,0.11
10120,BloodRayne,0.09,0.02,0.11
10121,The Hardy Boys: The Hidden Theft,0.07,0.03,0.11
10122,Metal Slug 4 & 5,0.05,0.04,0.11
10123,Pac-Man and the Ghostly Adventures 2,0.05,0.05,0.11
10124,ECW Anarchy Rulz,0.06,0.04,0.11
10125,InuYasha: A Feudal Fairy Tale,0,0,0.11
10126,Gem Quest: 4 Elements,0.05,0.05,0.11
10127,Funky Barn,0.07,0.03,0.11
10128,J-League Winning Eleven 9: Asia Championship,0,0,0.11
10129,Sabrina The Teenage Witch: Potion Commotion,0.08,0.03,0.11
10130,Pac-Man Pinball Advance,0.08,0.03,0.11
10131,Pocket Pets,0.1,0,0.11
10132,Yu Yu Hakusho: Tournament Tactics,0.08,0.03,0.11
10133,Home Run King,0.09,0.02,0.11
10134,Power Rangers: Super Legends,0.08,0.03,0.11
10135,To Heart 2: Dungeon Travelers,0,0,0.11
10136,Where the Wild Things Are,0.1,0,0.11
10137,Lost in Blue,0.07,0.02,0.11
10138,Criminal Girls: Invite Only,0.04,0.02,0.11
10139,WWE All Stars,0.05,0.04,0.11
10140,MLB Power Pros,0,0,0.11
10141,Truth or Lies,0.07,0.03,0.11
10142,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,0,0,0.11
10143,Kousoku Card Battle: Card Hero,0,0,0.11
10144,AirForce Delta Strike,0.05,0.04,0.11
10145,Dora's Big Birthday Adventure,0.1,0.01,0.11
10146,Tokimeki Memorial: Girl's Side 2nd Season,0,0,0.11
10147,Disney's Peter Pan: Return to Never Land,0.08,0.03,0.11
10148,The Fairly Odd Parents: Breakin Da Rules,0.08,0.02,0.11
10149,Monkey Island: Special Edition Collection,0,0.08,0.11
10150,Capcom vs. SNK 2 EO,0.09,0.02,0.11
10151,Hot Wheels Velocity X,0.09,0.02,0.11
10152,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,0,0,0.11
10153,Spyborgs,0.1,0.01,0.11
10154,American Girl: Julie Finds a Way,0.1,0,0.11
10155,Contra Advance: The Alien Wars EX,0.08,0.03,0.11
10156,Jikkyou Powerful Pro Baseball 2016,0,0,0.11
10157,The History Channel: Battle for the Pacific,0.1,0,0.11
10158,18 Wheels of Steel: Extreme Trucker 2,0.08,0.02,0.11
10159,Happy Feet Two,0.08,0.02,0.11
10160,Army Men: RTS,0.05,0.04,0.11
10161,Mobile Suit Gundam: MS Sensen 0079,0,0,0.11
10162,Pinball Hall of Fame: The Williams Collection,0.09,0.01,0.11
10163,Space Chimps,0.1,0,0.11
10164,The Spiderwick Chronicles,0.09,0.01,0.11
10165,Project CARS,0,0.1,0.11
10166,Green Lantern: Rise of the Manhunters,0.08,0.02,0.11
10167,Eragon,0.1,0,0.11
10168,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,0,0,0.11
10169,Guitar Rock Tour,0.1,0,0.11
10170,Mortal Kombat: Deception,0.09,0.02,0.11
10171,ESPN NHL Hockey,0.08,0.02,0.11
10172,Monster Lab,0.05,0.04,0.11
10173,XXX,0.08,0.03,0.11
10174,Machinarium,0,0.09,0.11
10175,The Smurfs 2,0.02,0.07,0.11
10176,Maximum Force,0.06,0.04,0.11
10177,NCIS 3D,0.06,0.04,0.11
10178,Worms Forts: Under Siege,0.05,0.04,0.11
10179,Alvin and the Chipmunks: Chipwrecked,0.07,0.03,0.11
10180,Totally Spies! Totally Party,0.09,0.01,0.11
10181,Smash Court Tennis 3,0.08,0.02,0.11
10182,ATV Quad Kings,0.1,0,0.11
10183,Naruto Shippuden: Naruto vs. Sasuke,0.08,0,0.11
10184,DualPenSports,0.05,0.05,0.11
10185,Project: Snowblind,0.08,0.02,0.11
10186,Astro Boy: The Video Game,0.05,0.04,0.11
10187,HOP,0.09,0.01,0.11
10188,Brave Story: New Traveler (US sales),0.11,0,0.11
10189,Disney's Extreme Skate Adventure,0.08,0.02,0.11
10190,Tales of Phantasia (PS1 & PSP Versions),0,0,0.11
10191,Kouchuu Ouja Mushi King: Super Collection,0,0,0.11
10192,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,0.09,0.02,0.11
10193,Pac-Man World 2,0.08,0.03,0.11
10194,Yoostar2,0.04,0.05,0.11
10195,Avatar: The Last Airbender,0.1,0,0.11
10196,Odama,0.07,0.02,0.11
10197,Karaoke Revolution Presents American Idol Encore,0.1,0,0.11
10198,FlatOut: Ultimate Carnage,0.07,0.03,0.11
10199,Mobile Light Force 2,0.05,0.04,0.11
10200,Naval Ops: Warship Gunner,0.05,0.04,0.11
10201,Soma Bringer,0,0,0.11
10202,"Sesame Street: Ready, Set, Grover!",0.1,0,0.11
10203,Shin Sangoku Musou 6 Special,0,0,0.11
10204,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,0.07,0.03,0.11
10205,Go! Sudoku (JP sales),0,0,0.11
10206,EA Replay,0.09,0,0.11
10207,Paws & Claws Pet Vet: Australian Adventures,0.1,0,0.11
10208,Bionicle Heroes,0.08,0.02,0.11
10209,Trauma Center: Under the Knife 2,0.1,0,0.11
10210,Puss in Boots,0.09,0.01,0.11
10211,Split/Second,0.07,0.02,0.11
10212,The Croods: Prehistoric Party!,0.03,0.07,0.11
10213,The King of Fighters 2000/2001,0.05,0.04,0.11
10214,Lunacy,0,0,0.11
10215,Batman & Robin,0.06,0.04,0.11
10216,Snowboard Kids 2,0.09,0.02,0.11
10217,Tonic Trouble,0.09,0.02,0.11
10218,Nuclear Strike 64,0.09,0.02,0.11
10219,Chameleon Twist,0.09,0.02,0.11
10220,Top Gear Rally 2,0.09,0.02,0.11
10221,Chopper Attack,0.09,0.02,0.11
10222,Vigilante 8: 2nd Offense,0.09,0.02,0.11
10223,Fighting Force 64,0.09,0.02,0.11
10224,Thief (2014),0,0.09,0.11
10225,Rock Band: Metal Track Pack,0.1,0,0.11
10226,Pac-Man and the Ghostly Adventures 2,0.05,0.04,0.11
10227,BlazBlue: Calamity Trigger Portable,0.07,0.01,0.11
10228,Night at the Museum: Battle of the Smithsonian,0.07,0.03,0.11
10229,Street Fighter Collection,0,0,0.11
10230,Ninja Assault,0.05,0.04,0.11
10231,Tales of Berseria,0,0,0.11
10232,Samurai Warriors 4,0,0,0.11
10233,GunGriffon Blaze,0.05,0.04,0.11
10234,Higurashi no Naku Koro ni Matsuri,0,0,0.11
10235,Frontier Gate,0,0,0.11
10236,Transformers: Devastation,0.03,0.07,0.11
10237,Top Angler: Real Bass Fishing,0.05,0.04,0.11
10238,Gabrielle's Ghostly Groove 3D,0.08,0.02,0.11
10239,Michael Phelps: Push the Limit,0.09,0.01,0.11
10240,Breakout,0.06,0.04,0.11
10241,Frogger: Helmet Chaos,0.1,0,0.11
10242,AKB48+Me,0,0,0.11
10243,Touch Detective 2 1/2,0.09,0,0.11
10244,Alias,0.05,0.04,0.11
10245,Planet 51,0.07,0.03,0.11
10246,Call of Juarez: The Cartel,0.05,0.05,0.11
10247,Sakura Taisen Hanagumi Tsuushin,0,0,0.11
10248,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,0,0,0.11
10249,Tornado Outbreak,0.1,0,0.11
10250,Pimp My Ride,0.1,0.01,0.11
10251,Michael Jackson: The Experience,0.05,0.04,0.11
10252,Astro Boy: The Video Game,0.1,0,0.11
10253,Outlaw Golf: Nine Holes of Christmas,0.08,0.02,0.11
10254,NHL Rivals 2004,0.08,0.02,0.11
10255,X-Men: Next Dimension,0.08,0.02,0.11
10256,Tyco RC: Assault with a Battery,0.06,0.04,0.11
10257,Felony 11-79,0.06,0.04,0.11
10258,Terraria,0,0.01,0.11
10259,Classic Road,0,0,0.11
10260,Bust-A-Move DS,0.08,0.02,0.11
10261,Nicktoons: Unite!,0.1,0,0.11
10262,SimAnimals Africa,0.08,0.02,0.11
10263,Death Jr.: Root of Evil,0.1,0,0.11
10264,One Piece: Burning Blood,0,0.03,0.11
10265,Panzer Dragoon Saga,0,0,0.11
10266,Sonic Generations,0.02,0.07,0.11
10267,Mushroom Men: Rise of the Fungi,0.1,0,0.11
10268,Shining Ark,0,0,0.11
10269,The Scorpion King: Rise of the Akkadian,0.08,0.02,0.11
10270,Backyard Baseball '10,0.1,0,0.11
10271,Transformers: Beast Wars Transmetals,0.06,0.04,0.11
10273,Animal Planet: Vet Life,0.1,0,0.11
10274,My Little Sister Can't Be This Cute Portable,0,0,0.11
10275,Silly Bandz: Play The Craze,0.1,0,0.11
10276,Charlie and the Chocolate Factory,0.08,0.02,0.11
10277,Constantine,0.05,0.04,0.11
10278,Where the Wild Things Are,0.09,0.01,0.11
10279,Dynasty Tactics 2,0.05,0.04,0.11
10280,Real World Golf,0.05,0.04,0.11
10281,Winter Heat,0,0,0.11
10282,Ty the Tasmanian Tiger 2: Bush Rescue,0.08,0.02,0.11
10283,Digimon Story: Cyber Sleuth,0,0.09,0.11
10284,JU-ON: The Grudge,0.08,0.01,0.11
10285,Defender,0.08,0.02,0.11
10286,Deca Sports DS,0.08,0.02,0.11
10287,The Polar Express,0.08,0.02,0.11
10288,BMX XXX,0.08,0.02,0.11
10289,ATV: Quad Frenzy,0.1,0,0.11
10290,Akiba's Trip: Undead & Undressed,0.05,0.01,0.11
10291,Backyard NFL Football '10,0.1,0,0.11
10292,The Godfather: Mob Wars,0.09,0.01,0.11
10293,Lady Sia,0.08,0.03,0.11
10294,Rock Band: Metal Track Pack,0.05,0.04,0.11
10295,Rocky Balboa,0.01,0.09,0.11
10296,The Lord of the Rings: Conquest,0.09,0.01,0.11
10297,PriPara Mezase! Idol Grand Prix No.1!,0,0,0.11
10298,National Geographic Challenge!,0.08,0.02,0.11
10299,Robotech: Invasion,0.05,0.04,0.11
10300,Hole in the Wall: Deluxe Edition,0.1,0,0.11
10301,Dr. Seuss' The Cat in the Hat,0.08,0.02,0.11
10302,Rogue Warrior,0.09,0.01,0.11
10303,Irozuki Tingle no Koi no Balloon Trip,0,0,0.11
10304,Master of the Monster Lair,0.1,0,0.11
10305,Hellboy: The Science of Evil,0.1,0,0.11
10306,Murdered: Soul Suspect,0.06,0.04,0.11
10307,X-Men: Destiny,0.08,0.02,0.11
10308,Starsky & Hutch,0.08,0.02,0.11
10309,Final Fantasy I & II,0,0,0.11
10310,Rugby 15,0.03,0.06,0.11
10311,Langrisser IV,0,0,0.11
10312,FoxKids.com Micro Maniacs Racing,0.06,0.04,0.11
10313,Cats & Dogs: The Revenge of Kitty Galore,0.1,0,0.11
10314,Hexen: Beyond Heretic,0.06,0.04,0.11
10315,Arcade Party Pak,0.06,0.04,0.11
10316,Kotoba no Puzzle: Mojipittan Daijiten,0,0,0.11
10317,Yamaha Supercross,0.1,0,0.11
10318,Picross 3D 2,0,0,0.11
10319,Hitman Trilogy,0.05,0.04,0.11
10320,Dragon Quest & Final Fantasy in Itadaki Street Portable,0,0,0.11
10321,Tetris Evolution,0.08,0.02,0.11
10322,Patapon 2,0,0.03,0.11
10323,Cabela's Adventure Camp,0.06,0.03,0.11
10324,Attack of the Movies 3D,0.1,0,0.11
10325,Railroad Tycoon II,0.06,0.04,0.11
10326,Angry Birds Star Wars,0.06,0.04,0.11
10327,Hysteria Hospital: Emergency Ward,0.1,0,0.11
10328,The Cheetah Girls: Pop Star Sensations,0.1,0,0.11
10329,Transformer: Rise of the Dark Spark,0.06,0.03,0.11
10330,Kirarin * Revolution: Kira Kira Idol Audition,0,0,0.11
10331,Ranma 1/2: Akanekodan Teki Hihou,0,0,0.11
10332,The BIGS,0.1,0,0.11
10333,Blades of Time,0.07,0.03,0.11
10334,My Boyfriend,0.1,0,0.11
10335,Scribblenauts Unmasked: A DC Comics Adventure,0.1,0,0.11
10336,Victory Zone,0,0,0.11
10337,Rengoku: The Tower of Purgatory,0.1,0,0.11
10338,Goal Storm '97,0.01,0,0.11
10339,Paws & Claws: Pet Resort,0.1,0,0.11
10340,Dynasty Warriors Advance,0.08,0.03,0.11
10341,Pachi-Slot Aruze Oukoku 3,0,0,0.11
10342,Science Papa,0.09,0.01,0.11
10343,Tournament Pool,0.1,0,0.11
10344,Cabela's North American Adventures,0.1,0,0.11
10345,Aqua Aqua,0.05,0.04,0.11
